CHAVE_PRESTADOR;GRUPO
550053548;INTERCÂMBIO
550106898;INTERCÂMBIO
550106909;INTERCÂMBIO
550106920;INTERCÂMBIO
550107096;INTERCÂMBIO
550107107;INTERCÂMBIO
550107118;INTERCÂMBIO
550107129;INTERCÂMBIO
550063074;INTERCÂMBIO
550063085;INTERCÂMBIO
550063580;INTERCÂMBIO
550063591;INTERCÂMBIO
550065054;INTERCÂMBIO
550065065;INTERCÂMBIO
550065252;INTERCÂMBIO
550065307;INTERCÂMBIO
550065472;INTERCÂMBIO
550065483;INTERCÂMBIO
550065494;INTERCÂMBIO
550065505;INTERCÂMBIO
550065516;INTERCÂMBIO
550065527;INTERCÂMBIO
24981;CLINICA-TERAPIAS
66495;CLINICA-TERAPIAS
66506;CLINICA-TERAPIAS
550065538;INTERCÂMBIO
550065549;INTERCÂMBIO
550065560;INTERCÂMBIO
550065571;INTERCÂMBIO
550066275;INTERCÂMBIO
96745;CLINICA-TERAPIAS
550065604;INTERCÂMBIO
550065714;INTERCÂMBIO
550066286;INTERCÂMBIO
550066297;INTERCÂMBIO
550066308;INTERCÂMBIO
550066319;INTERCÂMBIO
550078166;INTERCÂMBIO
550078188;INTERCÂMBIO
550069377;INTERCÂMBIO
550069388;INTERCÂMBIO
550069399;INTERCÂMBIO
550069410;INTERCÂMBIO
550069421;INTERCÂMBIO
550069432;INTERCÂMBIO
550069443;INTERCÂMBIO
550069454;INTERCÂMBIO
550069465;INTERCÂMBIO
550069476;INTERCÂMBIO
550069487;INTERCÂMBIO
550069498;INTERCÂMBIO
550069509;INTERCÂMBIO
550069520;INTERCÂMBIO
550069531;INTERCÂMBIO
550069542;INTERCÂMBIO
550069553;INTERCÂMBIO
550069564;INTERCÂMBIO
550069575;INTERCÂMBIO
550081675;INTERCÂMBIO
550081686;INTERCÂMBIO
550081697;INTERCÂMBIO
550081708;INTERCÂMBIO
550081719;INTERCÂMBIO
550081840;INTERCÂMBIO
550081851;INTERCÂMBIO
550081862;INTERCÂMBIO
550081873;INTERCÂMBIO
550081884;INTERCÂMBIO
550081895;INTERCÂMBIO
550081906;INTERCÂMBIO
550081917;INTERCÂMBIO
550081928;INTERCÂMBIO
550081939;INTERCÂMBIO
550081950;INTERCÂMBIO
550081961;INTERCÂMBIO
550081972;INTERCÂMBIO
550081983;INTERCÂMBIO
550081994;INTERCÂMBIO
550082005;INTERCÂMBIO
550082016;INTERCÂMBIO
550043725;INTERCÂMBIO
550043791;INTERCÂMBIO
550043835;INTERCÂMBIO
550049302;INTERCÂMBIO
550043890;INTERCÂMBIO
550043989;INTERCÂMBIO
550044000;INTERCÂMBIO
550044022;INTERCÂMBIO
550044044;INTERCÂMBIO
550044055;INTERCÂMBIO
550027918;INTERCÂMBIO
550044099;INTERCÂMBIO
550044121;INTERCÂMBIO
550044176;INTERCÂMBIO
550044275;INTERCÂMBIO
550044286;INTERCÂMBIO
550044363;INTERCÂMBIO
550061776;INTERCÂMBIO
550044396;INTERCÂMBIO
550044418;INTERCÂMBIO
550055121;INTERCÂMBIO
550044429;INTERCÂMBIO
550071104;INTERCÂMBIO
550071115;INTERCÂMBIO
550071126;INTERCÂMBIO
550071137;INTERCÂMBIO
550071148;INTERCÂMBIO
550090222;INTERCÂMBIO
550090233;INTERCÂMBIO
550090244;INTERCÂMBIO
550090255;INTERCÂMBIO
550090266;INTERCÂMBIO
550053647;INTERCÂMBIO
550060797;INTERCÂMBIO
550053669;INTERCÂMBIO
550053680;INTERCÂMBIO
550053702;INTERCÂMBIO
550053713;INTERCÂMBIO
550053889;INTERCÂMBIO
550053966;INTERCÂMBIO
550053977;INTERCÂMBIO
550054054;INTERCÂMBIO
550054065;INTERCÂMBIO
550054087;INTERCÂMBIO
550054109;INTERCÂMBIO
550054142;INTERCÂMBIO
550054175;INTERCÂMBIO
550054186;INTERCÂMBIO
550054230;INTERCÂMBIO
550054241;INTERCÂMBIO
550058509;INTERCÂMBIO
550054263;INTERCÂMBIO
550054274;INTERCÂMBIO
550054296;INTERCÂMBIO
550077165;INTERCÂMBIO
550077176;INTERCÂMBIO
550077187;INTERCÂMBIO
550077198;INTERCÂMBIO
550077396;INTERCÂMBIO
550077407;INTERCÂMBIO
550077693;INTERCÂMBIO
550063415;INTERCÂMBIO
550066330;INTERCÂMBIO
550066341;INTERCÂMBIO
550066352;INTERCÂMBIO
550066363;INTERCÂMBIO
550066374;INTERCÂMBIO
550066385;INTERCÂMBIO
550066396;INTERCÂMBIO
550066407;INTERCÂMBIO
550066418;INTERCÂMBIO
550066429;INTERCÂMBIO
550066440;INTERCÂMBIO
550066451;INTERCÂMBIO
550066462;INTERCÂMBIO
550066473;INTERCÂMBIO
550066484;INTERCÂMBIO
97603;NÃO-COOPERADOS
97614;NÃO-COOPERADOS
97625;NÃO-COOPERADOS
97636;NÃO-COOPERADOS
97647;NÃO-COOPERADOS
97658;NÃO-COOPERADOS
550103653;INTERCÂMBIO
550103664;INTERCÂMBIO
550103675;INTERCÂMBIO
29216;COOPERADO
550082027;INTERCÂMBIO
550082038;INTERCÂMBIO
550082049;INTERCÂMBIO
550082060;INTERCÂMBIO
550082071;INTERCÂMBIO
550082082;INTERCÂMBIO
550082093;INTERCÂMBIO
550082104;INTERCÂMBIO
550082115;INTERCÂMBIO
550082126;INTERCÂMBIO
550082269;INTERCÂMBIO
550082280;INTERCÂMBIO
550082291;INTERCÂMBIO
550082302;INTERCÂMBIO
550082313;INTERCÂMBIO
550082324;INTERCÂMBIO
550082335;INTERCÂMBIO
550082346;INTERCÂMBIO
550082357;INTERCÂMBIO
550082368;INTERCÂMBIO
22187;COOPERADO
22374;COOPERADO
22462;COOPERADO
22847;COOPERADO
550117227;INTERCÂMBIO
550117535;INTERCÂMBIO
550119966;INTERCÂMBIO
550119977;INTERCÂMBIO
550119988;INTERCÂMBIO
550119999;INTERCÂMBIO
550120010;INTERCÂMBIO
550120021;INTERCÂMBIO
550120032;INTERCÂMBIO
550044462;INTERCÂMBIO
550044473;INTERCÂMBIO
550044495;INTERCÂMBIO
550044506;INTERCÂMBIO
550044528;INTERCÂMBIO
550044550;INTERCÂMBIO
550044561;INTERCÂMBIO
550044594;INTERCÂMBIO
550044649;INTERCÂMBIO
550044660;INTERCÂMBIO
550044682;INTERCÂMBIO
550044693;INTERCÂMBIO
550044715;INTERCÂMBIO
550044759;INTERCÂMBIO
550044781;INTERCÂMBIO
550044803;INTERCÂMBIO
550044825;INTERCÂMBIO
550044847;INTERCÂMBIO
550044880;INTERCÂMBIO
550044891;INTERCÂMBIO
550048807;INTERCÂMBIO
550044924;INTERCÂMBIO
550095755;INTERCÂMBIO
550095766;INTERCÂMBIO
56023;CLINICA-TERAPIAS
550054318;INTERCÂMBIO
550054329;INTERCÂMBIO
550054351;INTERCÂMBIO
550054373;INTERCÂMBIO
550054395;INTERCÂMBIO
550054417;INTERCÂMBIO
550054428;INTERCÂMBIO
550054450;INTERCÂMBIO
550054461;INTERCÂMBIO
550054527;INTERCÂMBIO
550054538;INTERCÂMBIO
550054560;INTERCÂMBIO
550054582;INTERCÂMBIO
550054604;INTERCÂMBIO
550054615;INTERCÂMBIO
550054659;INTERCÂMBIO
550054736;INTERCÂMBIO
550054747;INTERCÂMBIO
550054780;INTERCÂMBIO
550054791;INTERCÂMBIO
550054813;INTERCÂMBIO
550054824;INTERCÂMBIO
550068453;INTERCÂMBIO
550068464;INTERCÂMBIO
550068475;INTERCÂMBIO
550068486;INTERCÂMBIO
550068497;INTERCÂMBIO
550068508;INTERCÂMBIO
550068519;INTERCÂMBIO
550068530;INTERCÂMBIO
97669;NÃO-COOPERADOS
97680;NÃO-COOPERADOS
550066759;INTERCÂMBIO
550066781;INTERCÂMBIO
29414;CLINICAS
97724;CLINICA-TERAPIAS
550066847;INTERCÂMBIO
97713;NÃO-COOPERADOS
550067067;INTERCÂMBIO
550067243;INTERCÂMBIO
550067254;INTERCÂMBIO
550067265;INTERCÂMBIO
550067606;INTERCÂMBIO
550067628;INTERCÂMBIO
550067639;INTERCÂMBIO
550067650;INTERCÂMBIO
550067694;INTERCÂMBIO
97757;NÃO-COOPERADOS
550068541;INTERCÂMBIO
550068552;INTERCÂMBIO
22473;COOPERADO
550105171;INTERCÂMBIO
550105182;INTERCÂMBIO
550105193;INTERCÂMBIO
550105204;INTERCÂMBIO
550120219;INTERCÂMBIO
550067749;INTERCÂMBIO
550067771;INTERCÂMBIO
550067826;INTERCÂMBIO
550068948;INTERCÂMBIO
23001;COOPERADO
23375;COOPERADO
29337;COOPERADO
98461;NÃO-COOPERADOS
550082577;INTERCÂMBIO
550082599;INTERCÂMBIO
550082610;INTERCÂMBIO
550082621;INTERCÂMBIO
550082632;INTERCÂMBIO
550082643;INTERCÂMBIO
550082654;INTERCÂMBIO
550082665;INTERCÂMBIO
550082709;INTERCÂMBIO
550082841;INTERCÂMBIO
550082852;INTERCÂMBIO
550082863;INTERCÂMBIO
550082874;INTERCÂMBIO
550082885;INTERCÂMBIO
550082896;INTERCÂMBIO
550082918;INTERCÂMBIO
550118745;INTERCÂMBIO
550118756;INTERCÂMBIO
550118767;INTERCÂMBIO
550118778;INTERCÂMBIO
550118789;INTERCÂMBIO
550118800;INTERCÂMBIO
550118811;INTERCÂMBIO
550044935;INTERCÂMBIO
550045001;INTERCÂMBIO
550045023;INTERCÂMBIO
550045034;INTERCÂMBIO
550045122;INTERCÂMBIO
550052811;INTERCÂMBIO
550045067;INTERCÂMBIO
550045089;INTERCÂMBIO
550045111;INTERCÂMBIO
550045155;INTERCÂMBIO
550045166;INTERCÂMBIO
550045199;INTERCÂMBIO
550045210;INTERCÂMBIO
550004202;INTERCÂMBIO
550045243;INTERCÂMBIO
550045265;INTERCÂMBIO
550045276;INTERCÂMBIO
550045298;INTERCÂMBIO
550045309;INTERCÂMBIO
550045419;INTERCÂMBIO
550045441;INTERCÂMBIO
550045474;INTERCÂMBIO
550077935;INTERCÂMBIO
98120;NÃO-COOPERADOS
550079420;INTERCÂMBIO
550054868;INTERCÂMBIO
550054890;INTERCÂMBIO
550054901;INTERCÂMBIO
550054967;INTERCÂMBIO
550054978;INTERCÂMBIO
550055044;INTERCÂMBIO
550055055;INTERCÂMBIO
550055110;INTERCÂMBIO
550055176;INTERCÂMBIO
550055187;INTERCÂMBIO
550055220;INTERCÂMBIO
550055231;INTERCÂMBIO
550055264;INTERCÂMBIO
550055297;INTERCÂMBIO
550055319;INTERCÂMBIO
550055396;INTERCÂMBIO
550055407;INTERCÂMBIO
550055429;INTERCÂMBIO
550055440;INTERCÂMBIO
550055473;INTERCÂMBIO
550055539;INTERCÂMBIO
550055550;INTERCÂMBIO
550071247;INTERCÂMBIO
550072270;INTERCÂMBIO
550072281;INTERCÂMBIO
550072908;INTERCÂMBIO
550300520;INTERCÂMBIO
45551;CLINICAS
550066693;INTERCÂMBIO
550066704;INTERCÂMBIO
550066715;INTERCÂMBIO
550066726;INTERCÂMBIO
550066737;INTERCÂMBIO
550066748;INTERCÂMBIO
97768;CLINICA-TERAPIAS
550068563;INTERCÂMBIO
550068574;INTERCÂMBIO
550068585;INTERCÂMBIO
550068783;INTERCÂMBIO
550068794;INTERCÂMBIO
550068805;INTERCÂMBIO
550068816;INTERCÂMBIO
550068827;INTERCÂMBIO
550068838;INTERCÂMBIO
550068849;INTERCÂMBIO
550068882;INTERCÂMBIO
550068893;INTERCÂMBIO
550068904;INTERCÂMBIO
550068915;INTERCÂMBIO
97790;NÃO-COOPERADOS
550069102;INTERCÂMBIO
550069124;INTERCÂMBIO
550069223;INTERCÂMBIO
550069234;INTERCÂMBIO
29557;COOPERADO
550070290;INTERCÂMBIO
550070301;INTERCÂMBIO
550070312;INTERCÂMBIO
550078199;INTERCÂMBIO
550078210;INTERCÂMBIO
98472;NÃO-COOPERADOS
550082929;INTERCÂMBIO
550082940;INTERCÂMBIO
550082951;INTERCÂMBIO
550082962;INTERCÂMBIO
550083039;INTERCÂMBIO
550083050;INTERCÂMBIO
550083061;INTERCÂMBIO
550083072;INTERCÂMBIO
550083083;INTERCÂMBIO
550083160;INTERCÂMBIO
550083171;INTERCÂMBIO
550083182;INTERCÂMBIO
550083193;INTERCÂMBIO
550083204;INTERCÂMBIO
550083215;INTERCÂMBIO
550083226;INTERCÂMBIO
550083314;INTERCÂMBIO
98483;NÃO-COOPERADOS
55165;CLINICA-TERAPIAS
550084084;INTERCÂMBIO
55154;CLINICA-TERAPIAS
44154;CLINICAS
44946;CLINICAS
550117997;INTERCÂMBIO
550118008;INTERCÂMBIO
550118690;INTERCÂMBIO
550118701;INTERCÂMBIO
550118822;INTERCÂMBIO
550045507;INTERCÂMBIO
550045529;INTERCÂMBIO
550045540;INTERCÂMBIO
550045562;INTERCÂMBIO
550045573;INTERCÂMBIO
550045595;INTERCÂMBIO
550045606;INTERCÂMBIO
550045639;INTERCÂMBIO
550045650;INTERCÂMBIO
550045672;INTERCÂMBIO
550045705;INTERCÂMBIO
550045727;INTERCÂMBIO
550045749;INTERCÂMBIO
550045760;INTERCÂMBIO
550045782;INTERCÂMBIO
550045804;INTERCÂMBIO
550045826;INTERCÂMBIO
550045848;INTERCÂMBIO
550045859;INTERCÂMBIO
550045881;INTERCÂMBIO
550045892;INTERCÂMBIO
550048752;INTERCÂMBIO
550123453;INTERCÂMBIO
550123497;INTERCÂMBIO
550123508;INTERCÂMBIO
550123519;INTERCÂMBIO
550123530;INTERCÂMBIO
550123541;INTERCÂMBIO
550123552;INTERCÂMBIO
550061611;INTERCÂMBIO
550055605;INTERCÂMBIO
550055638;INTERCÂMBIO
550055682;INTERCÂMBIO
550055770;INTERCÂMBIO
550055781;INTERCÂMBIO
550055814;INTERCÂMBIO
550055825;INTERCÂMBIO
550055847;INTERCÂMBIO
550055858;INTERCÂMBIO
550056034;INTERCÂMBIO
550056100;INTERCÂMBIO
550056122;INTERCÂMBIO
550056133;INTERCÂMBIO
550056166;INTERCÂMBIO
550056276;INTERCÂMBIO
550056430;INTERCÂMBIO
550056452;INTERCÂMBIO
550056463;INTERCÂMBIO
550056617;INTERCÂMBIO
550062832;INTERCÂMBIO
550056672;INTERCÂMBIO
55891;CLINICA-TERAPIAS
550135135;INTERCÂMBIO
550135201;INTERCÂMBIO
550135212;INTERCÂMBIO
550135223;INTERCÂMBIO
550135234;INTERCÂMBIO
550135245;INTERCÂMBIO
550135256;INTERCÂMBIO
550064570;INTERCÂMBIO
550070323;INTERCÂMBIO
550070334;INTERCÂMBIO
550070345;INTERCÂMBIO
550070356;INTERCÂMBIO
550070378;INTERCÂMBIO
550070389;INTERCÂMBIO
550070400;INTERCÂMBIO
550070411;INTERCÂMBIO
550070422;INTERCÂMBIO
550070433;INTERCÂMBIO
550070444;INTERCÂMBIO
550070455;INTERCÂMBIO
550070642;INTERCÂMBIO
550070653;INTERCÂMBIO
550070664;INTERCÂMBIO
550070675;INTERCÂMBIO
550070686;INTERCÂMBIO
550070697;INTERCÂMBIO
550070708;INTERCÂMBIO
550070719;INTERCÂMBIO
550070730;INTERCÂMBIO
550070741;INTERCÂMBIO
550070752;INTERCÂMBIO
550070763;INTERCÂMBIO
550070774;INTERCÂMBIO
550070873;INTERCÂMBIO
550070928;INTERCÂMBIO
550070939;INTERCÂMBIO
550070950;INTERCÂMBIO
550070961;INTERCÂMBIO
550070972;INTERCÂMBIO
550070983;INTERCÂMBIO
550070994;INTERCÂMBIO
550071005;INTERCÂMBIO
550071016;INTERCÂMBIO
550071027;INTERCÂMBIO
550071159;INTERCÂMBIO
550071181;INTERCÂMBIO
550071335;INTERCÂMBIO
550071346;INTERCÂMBIO
550071357;INTERCÂMBIO
550069355;INTERCÂMBIO
550083534;INTERCÂMBIO
550083820;INTERCÂMBIO
55176;CLINICA-TERAPIAS
44176;CLINICAS
55143;CLINICA-TERAPIAS
44132;CLINICAS
55231;CLINICA-TERAPIAS
44198;CLINICAS
55187;CLINICA-TERAPIAS
55198;CLINICA-TERAPIAS
55209;CLINICA-TERAPIAS
550119592;INTERCÂMBIO
550119603;INTERCÂMBIO
550120043;INTERCÂMBIO
550120054;INTERCÂMBIO
550120065;INTERCÂMBIO
550120076;INTERCÂMBIO
550120087;INTERCÂMBIO
550120098;INTERCÂMBIO
550120109;INTERCÂMBIO
550120120;INTERCÂMBIO
550120131;INTERCÂMBIO
550045914;INTERCÂMBIO
550045958;INTERCÂMBIO
550046068;INTERCÂMBIO
550046090;INTERCÂMBIO
550046101;INTERCÂMBIO
550046123;INTERCÂMBIO
550046189;INTERCÂMBIO
550046211;INTERCÂMBIO
550046233;INTERCÂMBIO
550046277;INTERCÂMBIO
550046343;INTERCÂMBIO
550046354;INTERCÂMBIO
550054923;INTERCÂMBIO
550046387;INTERCÂMBIO
550046398;INTERCÂMBIO
550046420;INTERCÂMBIO
550046442;INTERCÂMBIO
550046486;INTERCÂMBIO
550046497;INTERCÂMBIO
550057937;INTERCÂMBIO
550046519;INTERCÂMBIO
550046607;INTERCÂMBIO
550056694;INTERCÂMBIO
550056716;INTERCÂMBIO
550056738;INTERCÂMBIO
550056782;INTERCÂMBIO
550056793;INTERCÂMBIO
550056837;INTERCÂMBIO
550056881;INTERCÂMBIO
550056892;INTERCÂMBIO
550056914;INTERCÂMBIO
550056925;INTERCÂMBIO
550057002;INTERCÂMBIO
550057024;INTERCÂMBIO
550057046;INTERCÂMBIO
550057079;INTERCÂMBIO
550057112;INTERCÂMBIO
550057123;INTERCÂMBIO
550057167;INTERCÂMBIO
550057200;INTERCÂMBIO
550057233;INTERCÂMBIO
550057255;INTERCÂMBIO
550057266;INTERCÂMBIO
550057299;INTERCÂMBIO
550134926;INTERCÂMBIO
550134937;INTERCÂMBIO
550134948;INTERCÂMBIO
550134959;INTERCÂMBIO
550135168;INTERCÂMBIO
550135179;INTERCÂMBIO
550135190;INTERCÂMBIO
550071654;INTERCÂMBIO
550071676;INTERCÂMBIO
550071687;INTERCÂMBIO
550071698;INTERCÂMBIO
550071709;INTERCÂMBIO
550071720;INTERCÂMBIO
550071731;INTERCÂMBIO
550071742;INTERCÂMBIO
550071753;INTERCÂMBIO
550071764;INTERCÂMBIO
550071775;INTERCÂMBIO
550072105;INTERCÂMBIO
550072149;INTERCÂMBIO
550072160;INTERCÂMBIO
550072182;INTERCÂMBIO
550072193;INTERCÂMBIO
550072314;INTERCÂMBIO
550072424;INTERCÂMBIO
550072446;INTERCÂMBIO
550072501;INTERCÂMBIO
550072798;INTERCÂMBIO
74492;COOPERADO
550073161;INTERCÂMBIO
97944;NÃO-COOPERADOS
550073392;INTERCÂMBIO
550073403;INTERCÂMBIO
550073414;INTERCÂMBIO
550073425;INTERCÂMBIO
550073436;INTERCÂMBIO
550073447;INTERCÂMBIO
550073458;INTERCÂMBIO
550073469;INTERCÂMBIO
550073480;INTERCÂMBIO
550063294;INTERCÂMBIO
98076;NÃO-COOPERADOS
55220;CLINICA-TERAPIAS
44187;CLINICAS
550084095;INTERCÂMBIO
44220;CLINICAS
550084106;INTERCÂMBIO
550084117;INTERCÂMBIO
44264;CLINICAS
55319;CLINICA-TERAPIAS
44242;CLINICAS
55330;CLINICA-TERAPIAS
22880;COOPERADO
550105534;INTERCÂMBIO
56166;CLINICA-TERAPIAS
56177;CLINICA-TERAPIAS
550046618;INTERCÂMBIO
550046640;INTERCÂMBIO
550046651;INTERCÂMBIO
550046673;INTERCÂMBIO
550046717;INTERCÂMBIO
550046728;INTERCÂMBIO
550046750;INTERCÂMBIO
550046761;INTERCÂMBIO
550046805;INTERCÂMBIO
550046816;INTERCÂMBIO
550053911;INTERCÂMBIO
550046860;INTERCÂMBIO
550046871;INTERCÂMBIO
550046926;INTERCÂMBIO
550046959;INTERCÂMBIO
550046970;INTERCÂMBIO
550046992;INTERCÂMBIO
550047003;INTERCÂMBIO
550047025;INTERCÂMBIO
550047036;INTERCÂMBIO
550047058;INTERCÂMBIO
550047828;INTERCÂMBIO
550112607;INTERCÂMBIO
550112618;INTERCÂMBIO
550112629;INTERCÂMBIO
23078;COOPERADO
550057310;INTERCÂMBIO
550057332;INTERCÂMBIO
550057475;INTERCÂMBIO
550057563;INTERCÂMBIO
550057574;INTERCÂMBIO
550057596;INTERCÂMBIO
550057607;INTERCÂMBIO
550057629;INTERCÂMBIO
550057662;INTERCÂMBIO
550057695;INTERCÂMBIO
550057717;INTERCÂMBIO
550057739;INTERCÂMBIO
550057761;INTERCÂMBIO
550057783;INTERCÂMBIO
550057860;INTERCÂMBIO
550057970;INTERCÂMBIO
550057981;INTERCÂMBIO
550058014;INTERCÂMBIO
550058025;INTERCÂMBIO
550058058;INTERCÂMBIO
550058069;INTERCÂMBIO
550059510;INTERCÂMBIO
550078826;INTERCÂMBIO
550078837;INTERCÂMBIO
550078870;INTERCÂMBIO
550078881;INTERCÂMBIO
550078892;INTERCÂMBIO
550078903;INTERCÂMBIO
550078914;INTERCÂMBIO
550079365;INTERCÂMBIO
550080718;INTERCÂMBIO
550080729;INTERCÂMBIO
550080740;INTERCÂMBIO
550082720;INTERCÂMBIO
550082731;INTERCÂMBIO
550082742;INTERCÂMBIO
550082753;INTERCÂMBIO
550082764;INTERCÂMBIO
550082775;INTERCÂMBIO
55264;CLINICA-TERAPIAS
550084469;INTERCÂMBIO
550084480;INTERCÂMBIO
550084579;INTERCÂMBIO
550084590;INTERCÂMBIO
550084601;INTERCÂMBIO
55473;CLINICA-TERAPIAS
44374;CLINICAS
550084975;INTERCÂMBIO
550084986;INTERCÂMBIO
550084997;INTERCÂMBIO
550085008;INTERCÂMBIO
550085019;INTERCÂMBIO
550085030;INTERCÂMBIO
550085041;INTERCÂMBIO
550085052;INTERCÂMBIO
550085063;INTERCÂMBIO
550085074;INTERCÂMBIO
550085085;INTERCÂMBIO
550085096;INTERCÂMBIO
550085107;INTERCÂMBIO
550085118;INTERCÂMBIO
550086372;INTERCÂMBIO
550086471;INTERCÂMBIO
550086482;INTERCÂMBIO
550086493;INTERCÂMBIO
550086504;INTERCÂMBIO
550086515;INTERCÂMBIO
550086735;INTERCÂMBIO
55759;CLINICA-TERAPIAS
44627;CLINICAS
550087890;INTERCÂMBIO
55803;CLINICA-TERAPIAS
44671;CLINICAS
550088616;INTERCÂMBIO
550089529;INTERCÂMBIO
550089540;INTERCÂMBIO
550089551;INTERCÂMBIO
550089617;INTERCÂMBIO
550089881;INTERCÂMBIO
550089892;INTERCÂMBIO
550089903;INTERCÂMBIO
550090134;INTERCÂMBIO
550090145;INTERCÂMBIO
550090156;INTERCÂMBIO
55935;CLINICA-TERAPIAS
550077858;INTERCÂMBIO
550080685;INTERCÂMBIO
550080696;INTERCÂMBIO
550080707;INTERCÂMBIO
550083754;INTERCÂMBIO
550083765;INTERCÂMBIO
550083776;INTERCÂMBIO
550083787;INTERCÂMBIO
550083798;INTERCÂMBIO
550083809;INTERCÂMBIO
550083831;INTERCÂMBIO
550083842;INTERCÂMBIO
550083853;INTERCÂMBIO
550083864;INTERCÂMBIO
550083875;INTERCÂMBIO
550083886;INTERCÂMBIO
550083897;INTERCÂMBIO
550083908;INTERCÂMBIO
550083919;INTERCÂMBIO
550083930;INTERCÂMBIO
550083941;INTERCÂMBIO
550083952;INTERCÂMBIO
550083963;INTERCÂMBIO
550083974;INTERCÂMBIO
550083985;INTERCÂMBIO
550083996;INTERCÂMBIO
550084007;INTERCÂMBIO
98538;NÃO-COOPERADOS
550086042;INTERCÂMBIO
550086053;INTERCÂMBIO
550086185;INTERCÂMBIO
550086196;INTERCÂMBIO
550086207;INTERCÂMBIO
550086526;INTERCÂMBIO
550086537;INTERCÂMBIO
550086548;INTERCÂMBIO
550086559;INTERCÂMBIO
550086570;INTERCÂMBIO
550064922;INTERCÂMBIO
550064944;INTERCÂMBIO
550071500;INTERCÂMBIO
550071511;INTERCÂMBIO
550071522;INTERCÂMBIO
550071533;INTERCÂMBIO
550079002;INTERCÂMBIO
44143;CLINICAS
55275;CLINICA-TERAPIAS
55286;CLINICA-TERAPIAS
55297;CLINICA-TERAPIAS
55308;CLINICA-TERAPIAS
44231;CLINICAS
23089;COOPERADO
550105127;INTERCÂMBIO
550117953;INTERCÂMBIO
550117964;INTERCÂMBIO
550117975;INTERCÂMBIO
550117986;INTERCÂMBIO
550118019;INTERCÂMBIO
550118030;INTERCÂMBIO
550118041;INTERCÂMBIO
550118052;INTERCÂMBIO
550085129;INTERCÂMBIO
550086009;INTERCÂMBIO
98560;NÃO-COOPERADOS
55594;CLINICA-TERAPIAS
44495;CLINICAS
44572;CLINICAS
55726;CLINICA-TERAPIAS
44594;CLINICAS
550087725;INTERCÂMBIO
550087791;INTERCÂMBIO
550087802;INTERCÂMBIO
550087813;INTERCÂMBIO
550087824;INTERCÂMBIO
550087835;INTERCÂMBIO
550088066;INTERCÂMBIO
550088077;INTERCÂMBIO
550088088;INTERCÂMBIO
550088099;INTERCÂMBIO
550088110;INTERCÂMBIO
550088132;INTERCÂMBIO
550088143;INTERCÂMBIO
550088165;INTERCÂMBIO
550118877;INTERCÂMBIO
550119460;INTERCÂMBIO
550119471;INTERCÂMBIO
550119757;INTERCÂMBIO
550065593;INTERCÂMBIO
550066891;INTERCÂMBIO
550066902;INTERCÂMBIO
550072820;INTERCÂMBIO
550072831;INTERCÂMBIO
550072842;INTERCÂMBIO
550072864;INTERCÂMBIO
55847;CLINICA-TERAPIAS
55858;CLINICA-TERAPIAS
55869;CLINICA-TERAPIAS
55880;CLINICA-TERAPIAS
44715;CLINICAS
44770;CLINICAS
550090651;INTERCÂMBIO
98791;NÃO-COOPERADOS
550103070;INTERCÂMBIO
99242;NÃO-COOPERADOS
550118151;INTERCÂMBIO
550118162;INTERCÂMBIO
550118173;INTERCÂMBIO
550118184;INTERCÂMBIO
550118195;INTERCÂMBIO
550118206;INTERCÂMBIO
550118217;INTERCÂMBIO
550086581;INTERCÂMBIO
550086757;INTERCÂMBIO
550086768;INTERCÂMBIO
24189;COOPERADO
550087857;INTERCÂMBIO
550087868;INTERCÂMBIO
550087879;INTERCÂMBIO
550087912;INTERCÂMBIO
550087923;INTERCÂMBIO
550087956;INTERCÂMBIO
550087967;INTERCÂMBIO
550087989;INTERCÂMBIO
550088121;INTERCÂMBIO
550088275;INTERCÂMBIO
98692;NÃO-COOPERADOS
550088770;INTERCÂMBIO
550088781;INTERCÂMBIO
550088880;INTERCÂMBIO
550088891;INTERCÂMBIO
550088902;INTERCÂMBIO
550088913;INTERCÂMBIO
550088924;INTERCÂMBIO
550088935;INTERCÂMBIO
550088946;INTERCÂMBIO
550088957;INTERCÂMBIO
550088968;INTERCÂMBIO
550088979;INTERCÂMBIO
550088990;INTERCÂMBIO
550089001;INTERCÂMBIO
550089012;INTERCÂMBIO
550089023;INTERCÂMBIO
550089034;INTERCÂMBIO
550089045;INTERCÂMBIO
550075064;INTERCÂMBIO
550075075;INTERCÂMBIO
550075097;INTERCÂMBIO
550076813;INTERCÂMBIO
550076824;INTERCÂMBIO
550077957;INTERCÂMBIO
550077968;INTERCÂMBIO
550077979;INTERCÂMBIO
550077990;INTERCÂMBIO
550078001;INTERCÂMBIO
550078034;INTERCÂMBIO
550078045;INTERCÂMBIO
550078056;INTERCÂMBIO
550078067;INTERCÂMBIO
550078078;INTERCÂMBIO
550078089;INTERCÂMBIO
550078100;INTERCÂMBIO
550078111;INTERCÂMBIO
550078122;INTERCÂMBIO
550078133;INTERCÂMBIO
550078144;INTERCÂMBIO
550078155;INTERCÂMBIO
550078177;INTERCÂMBIO
55110;CLINICA-TERAPIAS
44110;CLINICAS
2769811;CLINICA-TERAPIAS
550082137;INTERCÂMBIO
550082148;INTERCÂMBIO
550082159;INTERCÂMBIO
550082170;INTERCÂMBIO
550082181;INTERCÂMBIO
550065615;INTERCÂMBIO
