CHAVE_PRESTADOR;GRUPO
550299486;INTERCÂMBIO
550299816;INTERCÂMBIO
550299827;INTERCÂMBIO
550299904;INTERCÂMBIO
550299915;INTERCÂMBIO
550299926;INTERCÂMBIO
550299937;INTERCÂMBIO
550299948;INTERCÂMBIO
550299959;INTERCÂMBIO
550299981;INTERCÂMBIO
550299992;INTERCÂMBIO
550300003;INTERCÂMBIO
550300014;INTERCÂMBIO
550300025;INTERCÂMBIO
550300036;INTERCÂMBIO
550300047;INTERCÂMBIO
550300058;INTERCÂMBIO
550300069;INTERCÂMBIO
550300080;INTERCÂMBIO
550300267;INTERCÂMBIO
550268400;INTERCÂMBIO
550268411;INTERCÂMBIO
550268422;INTERCÂMBIO
550268433;INTERCÂMBIO
550268444;INTERCÂMBIO
550268455;INTERCÂMBIO
550268466;INTERCÂMBIO
550268477;INTERCÂMBIO
550268488;INTERCÂMBIO
550268499;INTERCÂMBIO
550268510;INTERCÂMBIO
550268521;INTERCÂMBIO
550273240;INTERCÂMBIO
550273251;INTERCÂMBIO
550274307;INTERCÂMBIO
550274318;INTERCÂMBIO
550274329;INTERCÂMBIO
550274340;INTERCÂMBIO
550274351;INTERCÂMBIO
550274362;INTERCÂMBIO
550274373;INTERCÂMBIO
550274384;INTERCÂMBIO
550274395;INTERCÂMBIO
45309;CLINICAS
45331;CLINICAS
56683;CLINICA-TERAPIAS
56694;CLINICA-TERAPIAS
550279675;INTERCÂMBIO
550294514;INTERCÂMBIO
550294525;INTERCÂMBIO
45353;CLINICAS
56727;CLINICA-TERAPIAS
550279499;INTERCÂMBIO
550279510;INTERCÂMBIO
550279521;INTERCÂMBIO
550279532;INTERCÂMBIO
550279543;INTERCÂMBIO
550279554;INTERCÂMBIO
550279565;INTERCÂMBIO
550279576;INTERCÂMBIO
100936;NÃO-COOPERADOS
100947;NÃO-COOPERADOS
100958;NÃO-COOPERADOS
550290510;INTERCÂMBIO
550291621;INTERCÂMBIO
550291632;INTERCÂMBIO
550291643;INTERCÂMBIO
550291654;INTERCÂMBIO
550291665;INTERCÂMBIO
550291676;INTERCÂMBIO
550291687;INTERCÂMBIO
550291698;INTERCÂMBIO
550291709;INTERCÂMBIO
550291720;INTERCÂMBIO
550291731;INTERCÂMBIO
550291742;INTERCÂMBIO
550291753;INTERCÂMBIO
550269148;INTERCÂMBIO
550269159;INTERCÂMBIO
550269170;INTERCÂMBIO
550269181;INTERCÂMBIO
550269192;INTERCÂMBIO
550269203;INTERCÂMBIO
550269214;INTERCÂMBIO
550269225;INTERCÂMBIO
550269236;INTERCÂMBIO
550269247;INTERCÂMBIO
550269258;INTERCÂMBIO
550269269;INTERCÂMBIO
550269280;INTERCÂMBIO
550269291;INTERCÂMBIO
550269302;INTERCÂMBIO
550269313;INTERCÂMBIO
550269324;INTERCÂMBIO
550269335;INTERCÂMBIO
550269346;INTERCÂMBIO
550269357;INTERCÂMBIO
550269368;INTERCÂMBIO
550269379;INTERCÂMBIO
550269390;INTERCÂMBIO
550269401;INTERCÂMBIO
550269412;INTERCÂMBIO
550269423;INTERCÂMBIO
550269434;INTERCÂMBIO
550269445;INTERCÂMBIO
550269456;INTERCÂMBIO
550269467;INTERCÂMBIO
550269478;INTERCÂMBIO
550269489;INTERCÂMBIO
550269500;INTERCÂMBIO
550269511;INTERCÂMBIO
550269522;INTERCÂMBIO
550269533;INTERCÂMBIO
550269544;INTERCÂMBIO
550269555;INTERCÂMBIO
550269566;INTERCÂMBIO
550269577;INTERCÂMBIO
550272690;INTERCÂMBIO
550272701;INTERCÂMBIO
550272712;INTERCÂMBIO
74745;COOPERADO
74756;COOPERADO
550281160;INTERCÂMBIO
550281171;INTERCÂMBIO
550281182;INTERCÂMBIO
550287540;INTERCÂMBIO
550295834;INTERCÂMBIO
550295845;INTERCÂMBIO
550295856;INTERCÂMBIO
550300509;INTERCÂMBIO
550300553;INTERCÂMBIO
550300564;INTERCÂMBIO
550300575;INTERCÂMBIO
550300586;INTERCÂMBIO
550300608;INTERCÂMBIO
550300861;INTERCÂMBIO
550300872;INTERCÂMBIO
550300883;INTERCÂMBIO
550300894;INTERCÂMBIO
550300927;INTERCÂMBIO
550300938;INTERCÂMBIO
550301015;INTERCÂMBIO
550301059;INTERCÂMBIO
550301070;INTERCÂMBIO
550301081;INTERCÂMBIO
550301092;INTERCÂMBIO
550301103;INTERCÂMBIO
550301114;INTERCÂMBIO
550301125;INTERCÂMBIO
550301136;INTERCÂMBIO
550301147;INTERCÂMBIO
550301246;INTERCÂMBIO
550301433;INTERCÂMBIO
550267223;INTERCÂMBIO
550267234;INTERCÂMBIO
550267245;INTERCÂMBIO
550268257;INTERCÂMBIO
550268268;INTERCÂMBIO
550270842;INTERCÂMBIO
550270853;INTERCÂMBIO
550270864;INTERCÂMBIO
550270875;INTERCÂMBIO
550270886;INTERCÂMBIO
550270897;INTERCÂMBIO
550270908;INTERCÂMBIO
550271700;INTERCÂMBIO
550276595;INTERCÂMBIO
550276606;INTERCÂMBIO
550276617;INTERCÂMBIO
550276628;INTERCÂMBIO
550276639;INTERCÂMBIO
56705;NÃO-CREDENCIADO
550277805;INTERCÂMBIO
550277816;INTERCÂMBIO
550277827;INTERCÂMBIO
550277838;INTERCÂMBIO
550277849;INTERCÂMBIO
550277860;INTERCÂMBIO
550277871;INTERCÂMBIO
550294195;INTERCÂMBIO
550294536;INTERCÂMBIO
550294547;INTERCÂMBIO
550294558;INTERCÂMBIO
550294569;INTERCÂMBIO
550296340;FORA DA REDE
550298936;INTERCÂMBIO
550283525;INTERCÂMBIO
550296406;INTERCÂMBIO
550296417;INTERCÂMBIO
550296428;INTERCÂMBIO
550296439;INTERCÂMBIO
550296450;INTERCÂMBIO
550296461;INTERCÂMBIO
550296472;INTERCÂMBIO
550296483;INTERCÂMBIO
550296494;INTERCÂMBIO
550296505;INTERCÂMBIO
550296516;INTERCÂMBIO
550296527;INTERCÂMBIO
550296747;INTERCÂMBIO
550296758;INTERCÂMBIO
550296769;INTERCÂMBIO
550296780;INTERCÂMBIO
550296791;INTERCÂMBIO
550296802;INTERCÂMBIO
101409;NÃO-COOPERADOS
550304106;INTERCÂMBIO
550305745;INTERCÂMBIO
550305756;INTERCÂMBIO
101442;NÃO-COOPERADOS
550307549;INTERCÂMBIO
550307802;INTERCÂMBIO
550307813;INTERCÂMBIO
550308363;INTERCÂMBIO
550308462;INTERCÂMBIO
550308473;INTERCÂMBIO
550308484;INTERCÂMBIO
550308495;INTERCÂMBIO
550267883;INTERCÂMBIO
550267894;INTERCÂMBIO
550267905;INTERCÂMBIO
550267916;INTERCÂMBIO
550267927;INTERCÂMBIO
550267938;INTERCÂMBIO
550267949;INTERCÂMBIO
550267960;INTERCÂMBIO
550267971;INTERCÂMBIO
550267982;INTERCÂMBIO
550267993;INTERCÂMBIO
550272723;INTERCÂMBIO
45276;CLINICAS
56606;CLINICA-TERAPIAS
550273592;INTERCÂMBIO
550273977;INTERCÂMBIO
550273988;INTERCÂMBIO
550274230;INTERCÂMBIO
550276474;INTERCÂMBIO
550276485;INTERCÂMBIO
550276496;INTERCÂMBIO
100683;NÃO-COOPERADOS
56716;CLINICA-TERAPIAS
45342;CLINICAS
550277123;INTERCÂMBIO
550278795;INTERCÂMBIO
56760;NÃO-CREDENCIADO
45386;CLINICAS
33220;CLINICAS
550292259;INTERCÂMBIO
550292270;INTERCÂMBIO
550292281;INTERCÂMBIO
550292292;INTERCÂMBIO
550292303;INTERCÂMBIO
550292314;INTERCÂMBIO
550292325;INTERCÂMBIO
101079;NÃO-COOPERADOS
550298177;INTERCÂMBIO
550298188;INTERCÂMBIO
550301543;INTERCÂMBIO
550301554;INTERCÂMBIO
550301565;INTERCÂMBIO
550301587;INTERCÂMBIO
550301598;INTERCÂMBIO
550301609;INTERCÂMBIO
550301620;INTERCÂMBIO
101376;NÃO-COOPERADOS
45595;CLINICAS
550272767;INTERCÂMBIO
550272778;INTERCÂMBIO
550272789;INTERCÂMBIO
550272800;INTERCÂMBIO
550272811;INTERCÂMBIO
550272822;INTERCÂMBIO
550272833;INTERCÂMBIO
550272844;INTERCÂMBIO
550272855;INTERCÂMBIO
550272866;INTERCÂMBIO
550272877;INTERCÂMBIO
550272888;INTERCÂMBIO
550272899;INTERCÂMBIO
550272910;INTERCÂMBIO
550272921;INTERCÂMBIO
550272932;INTERCÂMBIO
550272943;INTERCÂMBIO
550272954;INTERCÂMBIO
550272965;INTERCÂMBIO
550272976;INTERCÂMBIO
550273339;INTERCÂMBIO
550274967;INTERCÂMBIO
550274978;INTERCÂMBIO
550274989;INTERCÂMBIO
550275000;INTERCÂMBIO
550275011;INTERCÂMBIO
550275022;INTERCÂMBIO
550275033;INTERCÂMBIO
550275044;INTERCÂMBIO
550275055;INTERCÂMBIO
550275066;INTERCÂMBIO
550275077;INTERCÂMBIO
550275088;INTERCÂMBIO
550275099;INTERCÂMBIO
100661;NÃO-COOPERADOS
550283162;INTERCÂMBIO
550283536;INTERCÂMBIO
550283547;INTERCÂMBIO
550283558;INTERCÂMBIO
550278190;INTERCÂMBIO
550296703;INTERCÂMBIO
550286616;INTERCÂMBIO
550298023;INTERCÂMBIO
550298034;INTERCÂMBIO
550298045;INTERCÂMBIO
550298056;INTERCÂMBIO
550300201;INTERCÂMBIO
550301895;INTERCÂMBIO
550301906;INTERCÂMBIO
550301917;INTERCÂMBIO
550301928;INTERCÂMBIO
550301939;INTERCÂMBIO
550302192;INTERCÂMBIO
550302203;INTERCÂMBIO
550302214;INTERCÂMBIO
550302225;INTERCÂMBIO
550302236;INTERCÂMBIO
550302247;INTERCÂMBIO
550302258;INTERCÂMBIO
550304205;INTERCÂMBIO
550304392;INTERCÂMBIO
550304403;INTERCÂMBIO
550304700;INTERCÂMBIO
550305976;INTERCÂMBIO
101431;NÃO-COOPERADOS
550306405;INTERCÂMBIO
550306416;INTERCÂMBIO
550306427;INTERCÂMBIO
550306438;INTERCÂMBIO
550306449;INTERCÂMBIO
550306460;INTERCÂMBIO
550306471;INTERCÂMBIO
550306482;INTERCÂMBIO
550268532;INTERCÂMBIO
550268543;INTERCÂMBIO
550268554;INTERCÂMBIO
550268565;INTERCÂMBIO
550268576;INTERCÂMBIO
550268587;INTERCÂMBIO
550268598;INTERCÂMBIO
550273416;INTERCÂMBIO
550273438;INTERCÂMBIO
550273790;INTERCÂMBIO
550273801;INTERCÂMBIO
550273812;INTERCÂMBIO
550275517;INTERCÂMBIO
550275528;INTERCÂMBIO
550275539;INTERCÂMBIO
550275550;INTERCÂMBIO
550275561;INTERCÂMBIO
550275572;INTERCÂMBIO
550275583;INTERCÂMBIO
550277904;INTERCÂMBIO
550278806;INTERCÂMBIO
550278817;INTERCÂMBIO
550278828;INTERCÂMBIO
550279004;INTERCÂMBIO
550279015;INTERCÂMBIO
550279026;INTERCÂMBIO
550279037;INTERCÂMBIO
550279048;INTERCÂMBIO
550279059;INTERCÂMBIO
45408;CLINICAS
550280390;INTERCÂMBIO
550280885;FORA DA REDE
100771;NÃO-COOPERADOS
550291544;INTERCÂMBIO
550291555;INTERCÂMBIO
550291566;INTERCÂMBIO
550291577;INTERCÂMBIO
550291588;INTERCÂMBIO
550294481;INTERCÂMBIO
550294492;INTERCÂMBIO
550294580;INTERCÂMBIO
550294591;INTERCÂMBIO
550296978;INTERCÂMBIO
550296989;INTERCÂMBIO
550297000;INTERCÂMBIO
550301653;INTERCÂMBIO
550301664;INTERCÂMBIO
550301675;INTERCÂMBIO
550301686;INTERCÂMBIO
57156;NÃO-CREDENCIADO
45628;CLINICAS
57167;NÃO-CREDENCIADO
550301983;INTERCÂMBIO
550301994;INTERCÂMBIO
550302005;INTERCÂMBIO
550302016;INTERCÂMBIO
550302269;INTERCÂMBIO
550302291;INTERCÂMBIO
550302302;INTERCÂMBIO
550302313;INTERCÂMBIO
550302324;INTERCÂMBIO
550302335;INTERCÂMBIO
550302346;INTERCÂMBIO
550268609;INTERCÂMBIO
550268620;INTERCÂMBIO
550270127;INTERCÂMBIO
550270138;INTERCÂMBIO
550270149;INTERCÂMBIO
550270160;INTERCÂMBIO
550270171;INTERCÂMBIO
550270182;INTERCÂMBIO
550270193;INTERCÂMBIO
550270204;INTERCÂMBIO
550270215;INTERCÂMBIO
550276749;INTERCÂMBIO
550277156;INTERCÂMBIO
56826;CLINICA-TERAPIAS
56837;CLINICA-TERAPIAS
550281754;INTERCÂMBIO
550283569;INTERCÂMBIO
550283580;INTERCÂMBIO
550283591;INTERCÂMBIO
33088;CLINICAS
56925;NÃO-CREDENCIADO
550285846;INTERCÂMBIO
550285857;INTERCÂMBIO
550285868;INTERCÂMBIO
550285879;INTERCÂMBIO
550285923;INTERCÂMBIO
550287276;INTERCÂMBIO
550287287;INTERCÂMBIO
550287298;INTERCÂMBIO
550277310;INTERCÂMBIO
550277321;INTERCÂMBIO
550277332;INTERCÂMBIO
550277343;INTERCÂMBIO
550277354;INTERCÂMBIO
550277365;INTERCÂMBIO
550277376;INTERCÂMBIO
550277387;INTERCÂMBIO
550277398;INTERCÂMBIO
550277409;INTERCÂMBIO
550277420;INTERCÂMBIO
550277431;INTERCÂMBIO
550277442;INTERCÂMBIO
550277453;INTERCÂMBIO
550277464;INTERCÂMBIO
550277475;INTERCÂMBIO
550277486;INTERCÂMBIO
550277497;INTERCÂMBIO
550277508;INTERCÂMBIO
550277519;INTERCÂMBIO
550282964;INTERCÂMBIO
550283008;INTERCÂMBIO
550283019;INTERCÂMBIO
550287012;INTERCÂMBIO
550287023;INTERCÂMBIO
550287034;INTERCÂMBIO
550287045;INTERCÂMBIO
550287056;INTERCÂMBIO
550287067;INTERCÂMBIO
550287078;INTERCÂMBIO
550287089;INTERCÂMBIO
550287100;INTERCÂMBIO
550287111;INTERCÂMBIO
550287122;INTERCÂMBIO
550287133;INTERCÂMBIO
550287474;INTERCÂMBIO
550289091;INTERCÂMBIO
550291148;INTERCÂMBIO
550291159;INTERCÂMBIO
550291170;INTERCÂMBIO
550267773;INTERCÂMBIO
550267784;INTERCÂMBIO
550267795;INTERCÂMBIO
550272283;INTERCÂMBIO
550272294;INTERCÂMBIO
550272305;INTERCÂMBIO
550272316;INTERCÂMBIO
550272327;INTERCÂMBIO
550272338;INTERCÂMBIO
550272349;INTERCÂMBIO
550272360;INTERCÂMBIO
550272371;INTERCÂMBIO
550272393;INTERCÂMBIO
550272404;INTERCÂMBIO
550272415;INTERCÂMBIO
550272426;INTERCÂMBIO
550272437;INTERCÂMBIO
550272448;INTERCÂMBIO
550272459;INTERCÂMBIO
550272470;INTERCÂMBIO
550272481;INTERCÂMBIO
550272492;INTERCÂMBIO
550272503;INTERCÂMBIO
550272514;INTERCÂMBIO
550272525;INTERCÂMBIO
550272536;INTERCÂMBIO
550272547;INTERCÂMBIO
74734;COOPERADO
550277574;INTERCÂMBIO
550277585;INTERCÂMBIO
550277596;INTERCÂMBIO
550277607;INTERCÂMBIO
550277618;INTERCÂMBIO
550277629;INTERCÂMBIO
550277640;INTERCÂMBIO
550277651;INTERCÂMBIO
550277662;INTERCÂMBIO
550277673;INTERCÂMBIO
550277684;INTERCÂMBIO
100881;NÃO-COOPERADOS
100892;NÃO-COOPERADOS
550289828;INTERCÂMBIO
550289839;INTERCÂMBIO
550289850;INTERCÂMBIO
550289861;INTERCÂMBIO
550294206;INTERCÂMBIO
550294217;INTERCÂMBIO
550294228;INTERCÂMBIO
550294239;INTERCÂMBIO
550294250;INTERCÂMBIO
550294261;INTERCÂMBIO
550294646;INTERCÂMBIO
550294657;INTERCÂMBIO
550294668;INTERCÂMBIO
550294800;INTERCÂMBIO
550294811;INTERCÂMBIO
550294822;INTERCÂMBIO
74833;COOPERADO
550297693;INTERCÂMBIO
550297704;INTERCÂMBIO
550297715;INTERCÂMBIO
550297726;INTERCÂMBIO
550297737;INTERCÂMBIO
550297748;INTERCÂMBIO
550297759;INTERCÂMBIO
550302357;INTERCÂMBIO
550302368;INTERCÂMBIO
550302522;INTERCÂMBIO
550302533;INTERCÂMBIO
550270270;INTERCÂMBIO
100584;NÃO-COOPERADOS
100595;NÃO-COOPERADOS
100606;NÃO-COOPERADOS
100617;NÃO-COOPERADOS
100628;NÃO-COOPERADOS
100694;NÃO-COOPERADOS
550282524;INTERCÂMBIO
550282535;INTERCÂMBIO
550282546;INTERCÂMBIO
550282557;INTERCÂMBIO
550282568;INTERCÂMBIO
550282579;INTERCÂMBIO
550282590;INTERCÂMBIO
550287309;INTERCÂMBIO
550289080;INTERCÂMBIO
550289102;INTERCÂMBIO
550292963;INTERCÂMBIO
550292974;INTERCÂMBIO
550292985;INTERCÂMBIO
550292996;INTERCÂMBIO
550293007;INTERCÂMBIO
550293018;INTERCÂMBIO
101739;NÃO-COOPERADOS
101794;NÃO-COOPERADOS
550325479;INTERCÂMBIO
550325490;INTERCÂMBIO
550325501;INTERCÂMBIO
550325512;INTERCÂMBIO
550325523;INTERCÂMBIO
550325534;INTERCÂMBIO
550325545;INTERCÂMBIO
550325556;INTERCÂMBIO
550325567;INTERCÂMBIO
550325578;INTERCÂMBIO
550325809;INTERCÂMBIO
550325820;INTERCÂMBIO
550325831;INTERCÂMBIO
550325842;INTERCÂMBIO
550325853;INTERCÂMBIO
550325864;INTERCÂMBIO
550325875;INTERCÂMBIO
550325886;INTERCÂMBIO
550325897;INTERCÂMBIO
550328669;INTERCÂMBIO
550329483;INTERCÂMBIO
550329494;INTERCÂMBIO
550329505;INTERCÂMBIO
550329516;INTERCÂMBIO
550329527;INTERCÂMBIO
550329538;INTERCÂMBIO
550329549;INTERCÂMBIO
550329560;INTERCÂMBIO
550336776;INTERCÂMBIO
550336787;INTERCÂMBIO
550336798;INTERCÂMBIO
550319033;INTERCÂMBIO
550319044;INTERCÂMBIO
550329373;INTERCÂMBIO
550334026;INTERCÂMBIO
550334037;INTERCÂMBIO
550334048;INTERCÂMBIO
550339911;INTERCÂMBIO
550339922;INTERCÂMBIO
550339933;INTERCÂMBIO
550342826;INTERCÂMBIO
550314688;INTERCÂMBIO
550314699;INTERCÂMBIO
550314710;INTERCÂMBIO
550321948;INTERCÂMBIO
45892;CLINICAS
550328097;INTERCÂMBIO
550328108;INTERCÂMBIO
550328119;INTERCÂMBIO
550328130;INTERCÂMBIO
550328141;INTERCÂMBIO
550328152;INTERCÂMBIO
550328163;INTERCÂMBIO
550328174;INTERCÂMBIO
101904;NÃO-COOPERADOS
550330495;INTERCÂMBIO
550335753;INTERCÂMBIO
550335764;INTERCÂMBIO
550335775;INTERCÂMBIO
550335786;INTERCÂMBIO
550335797;INTERCÂMBIO
550335808;INTERCÂMBIO
550335819;INTERCÂMBIO
550335830;INTERCÂMBIO
550335841;INTERCÂMBIO
550337612;INTERCÂMBIO
550337623;INTERCÂMBIO
550338866;INTERCÂMBIO
550338877;INTERCÂMBIO
550338888;INTERCÂMBIO
550338899;INTERCÂMBIO
550341550;INTERCÂMBIO
101563;NÃO-COOPERADOS
101640;NÃO-COOPERADOS
550318791;INTERCÂMBIO
550318802;INTERCÂMBIO
550070367;INTERCÂMBIO
550103180;INTERCÂMBIO
550234806;INTERCÂMBIO
550330506;INTERCÂMBIO
550331144;INTERCÂMBIO
550331155;INTERCÂMBIO
46002;CLINICAS
57640;CLINICA-TERAPIAS
550341913;INTERCÂMBIO
550342518;INTERCÂMBIO
550342529;INTERCÂMBIO
550342540;INTERCÂMBIO
550342551;INTERCÂMBIO
550342562;INTERCÂMBIO
550342573;INTERCÂMBIO
550323257;INTERCÂMBIO
550325391;INTERCÂMBIO
550325402;INTERCÂMBIO
550325413;INTERCÂMBIO
550325424;INTERCÂMBIO
550328383;INTERCÂMBIO
550328394;INTERCÂMBIO
550328405;INTERCÂMBIO
550334323;INTERCÂMBIO
550336809;INTERCÂMBIO
102135;NÃO-COOPERADOS
550338074;INTERCÂMBIO
550338085;INTERCÂMBIO
550338096;INTERCÂMBIO
550338107;INTERCÂMBIO
550339372;INTERCÂMBIO
550339383;INTERCÂMBIO
550339394;INTERCÂMBIO
550339768;INTERCÂMBIO
550339779;INTERCÂMBIO
550339790;INTERCÂMBIO
550339801;INTERCÂMBIO
550339812;INTERCÂMBIO
550339823;INTERCÂMBIO
550339834;INTERCÂMBIO
550340912;INTERCÂMBIO
550340923;INTERCÂMBIO
550340934;INTERCÂMBIO
550340945;INTERCÂMBIO
550340967;INTERCÂMBIO
550341935;INTERCÂMBIO
550342100;INTERCÂMBIO
550342111;INTERCÂMBIO
550342122;INTERCÂMBIO
550342133;INTERCÂMBIO
550313236;INTERCÂMBIO
550313247;INTERCÂMBIO
550313995;INTERCÂMBIO
550314006;INTERCÂMBIO
550318241;INTERCÂMBIO
550320936;INTERCÂMBIO
550320947;INTERCÂMBIO
550320958;INTERCÂMBIO
550320969;INTERCÂMBIO
550320980;INTERCÂMBIO
550320991;INTERCÂMBIO
550321002;INTERCÂMBIO
550321024;INTERCÂMBIO
550321035;INTERCÂMBIO
550321717;INTERCÂMBIO
550321915;INTERCÂMBIO
550325754;INTERCÂMBIO
550325765;INTERCÂMBIO
102047;NÃO-COOPERADOS
550334070;INTERCÂMBIO
550334081;INTERCÂMBIO
550334092;INTERCÂMBIO
550339427;INTERCÂMBIO
550340373;INTERCÂMBIO
550314798;INTERCÂMBIO
550314809;INTERCÂMBIO
550314820;INTERCÂMBIO
550321959;INTERCÂMBIO
550321970;INTERCÂMBIO
550321981;INTERCÂMBIO
550321992;INTERCÂMBIO
550322003;INTERCÂMBIO
550322014;INTERCÂMBIO
550322025;INTERCÂMBIO
550322036;INTERCÂMBIO
550322047;INTERCÂMBIO
550322058;INTERCÂMBIO
550322069;INTERCÂMBIO
550322080;INTERCÂMBIO
550322091;INTERCÂMBIO
550322102;INTERCÂMBIO
550322542;INTERCÂMBIO
550322553;INTERCÂMBIO
550322564;INTERCÂMBIO
550322575;INTERCÂMBIO
550322586;INTERCÂMBIO
550324159;INTERCÂMBIO
550324170;INTERCÂMBIO
550328372;INTERCÂMBIO
550331980;INTERCÂMBIO
550337832;INTERCÂMBIO
550337843;INTERCÂMBIO
550337854;INTERCÂMBIO
550340901;INTERCÂMBIO
550340956;INTERCÂMBIO
29931;CLINICAS
550334378;INTERCÂMBIO
550340087;INTERCÂMBIO
550340098;INTERCÂMBIO
550340109;INTERCÂMBIO
550340120;INTERCÂMBIO
550340131;INTERCÂMBIO
550340142;INTERCÂMBIO
550340153;INTERCÂMBIO
550340164;INTERCÂMBIO
550340175;INTERCÂMBIO
550340186;INTERCÂMBIO
550340197;INTERCÂMBIO
550340208;INTERCÂMBIO
550340219;INTERCÂMBIO
550340230;INTERCÂMBIO
550340241;INTERCÂMBIO
550340252;INTERCÂMBIO
550340263;INTERCÂMBIO
550340274;INTERCÂMBIO
550340285;INTERCÂMBIO
550340296;INTERCÂMBIO
550340307;INTERCÂMBIO
550340318;INTERCÂMBIO
550340329;INTERCÂMBIO
550340340;INTERCÂMBIO
550340351;INTERCÂMBIO
550340362;INTERCÂMBIO
550340384;INTERCÂMBIO
550340395;INTERCÂMBIO
550340406;INTERCÂMBIO
550340417;INTERCÂMBIO
550340428;INTERCÂMBIO
550341539;INTERCÂMBIO
550342584;INTERCÂMBIO
550342595;INTERCÂMBIO
550316338;INTERCÂMBIO
550320716;INTERCÂMBIO
550320727;INTERCÂMBIO
550320738;INTERCÂMBIO
550320749;INTERCÂMBIO
550320760;INTERCÂMBIO
550320771;INTERCÂMBIO
550320782;INTERCÂMBIO
550324038;INTERCÂMBIO
550324049;INTERCÂMBIO
550324060;INTERCÂMBIO
550326711;INTERCÂMBIO
550326722;INTERCÂMBIO
550326733;INTERCÂMBIO
550326744;INTERCÂMBIO
550326755;INTERCÂMBIO
550326766;INTERCÂMBIO
550326777;INTERCÂMBIO
550342144;INTERCÂMBIO
550342155;INTERCÂMBIO
550342166;INTERCÂMBIO
550342177;INTERCÂMBIO
550342474;INTERCÂMBIO
550342837;INTERCÂMBIO
550342848;INTERCÂMBIO
550342859;INTERCÂMBIO
550342870;INTERCÂMBIO
550342881;INTERCÂMBIO
550342892;INTERCÂMBIO
550342903;INTERCÂMBIO
550342914;INTERCÂMBIO
550342925;INTERCÂMBIO
550342936;INTERCÂMBIO
550342947;INTERCÂMBIO
550342958;INTERCÂMBIO
550342969;INTERCÂMBIO
550342991;INTERCÂMBIO
550343002;INTERCÂMBIO
550317031;INTERCÂMBIO
550317042;INTERCÂMBIO
550317053;INTERCÂMBIO
550317064;INTERCÂMBIO
550317075;INTERCÂMBIO
550317086;INTERCÂMBIO
550317097;INTERCÂMBIO
550317108;INTERCÂMBIO
550317119;INTERCÂMBIO
550317130;INTERCÂMBIO
550317141;INTERCÂMBIO
550317152;INTERCÂMBIO
550317163;INTERCÂMBIO
550317174;INTERCÂMBIO
550317185;INTERCÂMBIO
550317196;INTERCÂMBIO
550317207;INTERCÂMBIO
550317218;INTERCÂMBIO
550317229;INTERCÂMBIO
550317240;INTERCÂMBIO
550317251;INTERCÂMBIO
550317262;INTERCÂMBIO
550317273;INTERCÂMBIO
550317449;INTERCÂMBIO
550318593;INTERCÂMBIO
550318604;INTERCÂMBIO
550318637;INTERCÂMBIO
550318648;INTERCÂMBIO
550319528;INTERCÂMBIO
57464;CLINICA-TERAPIAS
45848;CLINICAS
550327448;INTERCÂMBIO
550327459;INTERCÂMBIO
550327470;INTERCÂMBIO
550327481;INTERCÂMBIO
550327492;INTERCÂMBIO
550331078;INTERCÂMBIO
550337304;INTERCÂMBIO
550337315;INTERCÂMBIO
550337326;INTERCÂMBIO
550337337;INTERCÂMBIO
550337348;INTERCÂMBIO
550337975;INTERCÂMBIO
45793;CLINICAS
550318813;INTERCÂMBIO
550318824;INTERCÂMBIO
550318835;INTERCÂMBIO
101695;NÃO-COOPERADOS
101706;NÃO-COOPERADOS
101684;NÃO-COOPERADOS
74910;COOPERADO
550323103;INTERCÂMBIO
550323114;INTERCÂMBIO
550323125;INTERCÂMBIO
550323136;INTERCÂMBIO
550323147;INTERCÂMBIO
550323158;INTERCÂMBIO
57541;CLINICA-TERAPIAS
45903;CLINICAS
550104181;INTERCÂMBIO
550318120;INTERCÂMBIO
550318131;INTERCÂMBIO
550318142;INTERCÂMBIO
550318153;INTERCÂMBIO
550322707;INTERCÂMBIO
101882;NÃO-COOPERADOS
550335324;INTERCÂMBIO
550335335;INTERCÂMBIO
550335346;INTERCÂMBIO
550335357;INTERCÂMBIO
550335698;INTERCÂMBIO
550343013;INTERCÂMBIO
550343024;INTERCÂMBIO
550343035;INTERCÂMBIO
550343079;INTERCÂMBIO
550343090;INTERCÂMBIO
550343893;INTERCÂMBIO
550343904;INTERCÂMBIO
550343915;INTERCÂMBIO
29942;CLINICAS
550333927;INTERCÂMBIO
550333938;INTERCÂMBIO
550333949;INTERCÂMBIO
550333982;INTERCÂMBIO
550333993;INTERCÂMBIO
550334004;INTERCÂMBIO
550334015;INTERCÂMBIO
550335489;INTERCÂMBIO
550339438;INTERCÂMBIO
550339713;INTERCÂMBIO
550339724;INTERCÂMBIO
550339735;INTERCÂMBIO
550339746;INTERCÂMBIO
550339757;INTERCÂMBIO
550343277;INTERCÂMBIO
550343288;INTERCÂMBIO
550343299;INTERCÂMBIO
550343310;INTERCÂMBIO
550343321;INTERCÂMBIO
550343332;INTERCÂMBIO
550343343;INTERCÂMBIO
550343354;INTERCÂMBIO
550343365;INTERCÂMBIO
550343376;INTERCÂMBIO
550343387;INTERCÂMBIO
550343398;INTERCÂMBIO
550343409;INTERCÂMBIO
550343420;INTERCÂMBIO
550343431;INTERCÂMBIO
550343442;INTERCÂMBIO
550343453;INTERCÂMBIO
550343464;INTERCÂMBIO
550343475;INTERCÂMBIO
550343486;INTERCÂMBIO
550343497;INTERCÂMBIO
